Review_ID,Text,Dominant_Topic,Top_Keywords
783,like visual novel feel right home basic visual novel present vr first hour pretti slow though stori get better better multipl end lead true end prepar lot read mani choic,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
784,love concept animemanga style comic vr get environ see charact feel truli stori howev one get real bore real quick whole lot read sit empti space audio dialogu charact final show find lock dof cant fulli enjoy vr aspect could realli use set adjust subtitl sit well felt low read morescreen though could read would nice rais bit,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
785,experi comic book insid click trigger control that much control there autoplay option advanc dialog hour never got player choic charact fatherdrama start quit wish premis true could get hour back make differ choic id play new halflif alyx map,47,"host, weather, shock, technolog, spook, greatest, potion, night, pure, illumin"
786,im two hour singl multipl choic decis made lot bore talk cook carrot potato ridicul minutia goe graphic realli basic phone valu vr im glad got part infin could imagin pay full price multipl choic come injqueri,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
787,actual visual novel trope entail im glad vive infin ad qualiti varieti catalog dev paid extra attent make text readabl non fatigu anyon japanes visual novel give tri extrem anim low rate wmr set minut whole scene stop render graphic hear see black white access menu thread more scene isnt render restart happen due time ymmv like visual novel dont get bug enjoy,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
788,pile crap even,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
789,understand prob great visual novel fan last first charact walk warehous think min tch side pov seem player mean much thought put best immers practic environ im glad got tri infin would realli upset pay price ask situat like im glad infin existread more,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
790,play hour vr interact dont even hand decis make point sorri heavi dialog littl voic act littl anim point feel need vr except one interest point watch intro video ye video like screen charact broke screen,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
791,one favorit game vr made simpl execut insan fun although play quest nativ version,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
792,pretti good howev aim system garbag wrist shouldnt hurt aim virtual gun,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
793,cool danc floor visualis exist vr unless find way project real life suggestionsi would add mani tool attach hand adjust like shortlong trail could shootabl firework laser beam pog ball light ball attach string could hand tool gestur make effect around us problem see program crash lot valv indexintel gb ramgtread morex least music continu come program stabil ad thing idea great lot potenti,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
794,fun initi hard see that someth would use coupl song demo peopl someth would pay,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
795,open mic music visual simplist game special interest work well wmr,48,"thatd, english, muffl, moreoth, wonderful, son, man, beuti, shread, playstat"
796,releas bit disappoint perform terribl system similar game usual run butteri smooth graphic option tempor aa forc absolut drive nut make everyth look smeari especi problemat fast action good framer graphic distract that nogo,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
797,realli good enjoy,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
798,epic get realli immers one basicli steer starter sloop control speed aim cannon stand place earn ship upgrad like mine ram health repair damag loot ship sink wave earn gold use buy bigger better ship like lot,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
799,look forward full releas,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
800,work perfectli wmr basicali harder battlewak manuali control cannon point want shoot,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
801,like battlewak,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
802,argh matey pirat king lol fun thumb,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
803,pretti fun play would definit reccomend infin,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
804,lot fun moment short mission dev go,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
805,sweet littl lot fun especi multiplay work flawlessli wmr,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
806,play wmr lenovo explor problem track wish ship unlock sail get bor long term play tho give star much fun,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
807,cant wait content updat play great look amaz ton fun water realism outstand mechan work realli well longest vr everyth point well execut,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
808,good hope see content futur,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
809,realli simpl nice mechan allow fun vr experi realli love ship movement sea dont get nausea,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
810,wow play extremli well done earli releas would love see open map time day chang anim cant wait later mission let meet mutli player discord,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
811,fun plunder pilag plot cours what love pirat,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
812,fun heck im grip control tri hold turn wheel posit cannon get excit,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
813,realli fun play wish content subscript worthi right,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
814,whole lot fun much enjoy earli access didnt feel nausea either although alway pretti good sea leg sort would excel multiplay crew member fire cannon actual pull rope etc great job far guy,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
815,bumpi start turn cant run steam beta mode lookout problem load ok realli show built understand vive headset although move along didnt get feel nausea get rather excit tri move canon left right bad guy good depend perspect tri cut road rage sea rage good recommeread morend felt definit worth price give good idea thing come,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
816,love feel atmospher amaz like way make feel like choppi sea without hint motion sick mani effect fun experi turn hard avoid hit rock watch enemi ship encircl even sink cool experi sea rise go somewhat short experi moment earli develop cant wait see additionaread morel content titl bring futur,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
817,great experi wet dream look featur list seaman yarn coder follow pirat codex disney quest excel approach standings locomot ton explos fun clap sail graphic demand skipper cox lowend system,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
818,realli enjoy far best pirat boat offer ive seen vr,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
819,pick subscript look interest im glad ill say flat impress right bat control littl differ im use tbh control help increas immers look kinda small right least play look like realli solid one better game ive tri,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
820,quit good fun feel littl lack depth cant trueli explor dock port trade there invintori thing loot ship combat fun love pilot ship would recommend also work well window mix realiti del visor would prob rate star far vr goe star due comment compar pancak non vr,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
821,realli cool fun experi manipul canon sometim buggi break experi part prate navig sea shoot awesom,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
822,good rift mani track issu vive cosmo hand get stuck wheel make ship imposs steer work great rift hope vive sort track issu cosmo soon,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
823,wmr nice pirat take ship destroy other,29,"hide, curs, detail, consum, yknow, burn, frequent, kid, abruptli, il"
824,simpl fun hold time grip button vive suck bit dont like hold grip click cannon bit far away steer wheel overal fun play see,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
825,fun cant wait full releas,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
826,beauti water good hit box aim sail trust complex control scheme learn keep eye back head downsid finger cramp tri hold onto wheel gun mayb there toggl set mayb dunno,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
827,realli fun great mecan gripe cannon control tri point front ship face literali cannon hand far away mayb tighter mouvement control cannon without sacrif precis would realli fun recommend anyon want tri,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
828,fun expect could use bit polish varieti definit worth check,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
829,pretti good need content also make lot peopl sick,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
830,nice good graphic uncomplet short campaign open end,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
831,simpl good graphic fun,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
832,amaz also believ travel small island even travel enemi boat rope featur fenc captain would bring vr complet level cant wait see new updat final would recommend anyon wasnt seasick motion sick either,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
833,awesom funni short time graphic look great,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
834,fun need,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
835,well made experi littl content right graphic sea ship explos look great draw distanc could better atmospher simpli great sound music fit nice battl feel complet immers pirat stori length short right main mission explor mode unfortun much explor map larg ship kill read moreplay whole less hour right let wait updat,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
836,lot fun havent gone far enough yet say gameplay vari much henc star rate may revisit enjoy sea battl part assassin creed black flag get real kick good fun,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
837,fun imagin possibl one id buy enhanc creat fleet crew establish island lot potent,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
838,realli fun way control ship one hand fire cannon realli elev gameplay immers element cant wait see add futur abil go land search treasur board ship would difficult would realli make go next level,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
839,love content may never stop play reason didnt star,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
840,best vr pirat yet simpl addict mechan beauti graphic think sea thiev vr minu walk around hilari boss realli excit see develop take reason didnt give star yet complet eagerli await full releas finger button give last star,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
841,realli enjoy sail around blow ship,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
842,reason fun poor shadow assassin creed black flag,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
843,machin could use perform patch went live steam june yet viveport without titl run realli bad gtx,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
844,bad mechan decent well done highsea combat graphic decent voic actingughhorr overal worth play someth keep come back time,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
845,play assassin creed black flag first person take sea battl bad experi pretti fun pretti cool man ship crew,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
846,potenti still basic littl hard control time,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
847,fun littl experi earli access wasnt longmayb minut pretti much disinterest play might appeal nich noth realli hook said fairli polish experi even though voic act hilari bad worth subscript rental one spare,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
848,dont like shooter littl placement strategi bad wouldnt buy,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
849,could realli someth good concept worth hour time point get ship futur releas,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
850,well made graphic pretti decent gameplay becom repet shortwhil isnt much depth mechan point shoot could lot fun multiplay sandbox amazingtechvr,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
851,simpl nice left control disappear steamvr set menu appear middl sea bug obvious press grip button time pain hand cannon difficult turn beauti made nice hand hurt write note,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
852,graphic nice didnt run well system gtx bit bore,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
853,get promis free roam pirat world pirat world simpl ship shoot eachoth sink unimersivl,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
854,look good idea great well howev got motionsick due rock sea also due skip frame,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
855,bad get run usual crash startup caus whole vr system hang howev biggest scam appear keep pay everi updat fix bug put socal develop ripoff unscrupuli compani interest make quick buck,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
856,seem like lot fun gtx gb hq got like fp liter unplay made motion sick less min play need better optim,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
857,sadd pictur lead think fun,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
858,wont launch uninstallreinstal noth bad look fun,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
859,cant get start,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
860,start headset stop track reasoni check conect sofwar track doesent even start steamvr homekinda piss gonna lie,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
861,look like fun cant get load spent hour tri get start luck vr game far first load suck wast month subscript pick work awesom warn take risk,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
862,wow wish could live could stare ador pet portrait eon nice job,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
863,make feel like christma fun thank,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
864,cant wait next holiday season drink wamr cup cidar feel happi first time,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
865,idea perfectli christma real exactli like big dumb pixel noth gift santa pictur anim christma cloth china nail,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
866,bah humbug there way exit app great job first build young programm im sure class project gave pleas dont releas viveport ask friend give star clearli ty,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
867,iomoon fantast visual experi kept feel though ride theme park certainli indi feel appear sole develop find worth coupl buck admiss everytim felt like okay ive seen enough would turn corner keep go start finish got full hour complet brief journey iomoon tell felt much like experi turn intoread someth worth releas,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
868,short experi great visual posit great visual neg interact make sens movi nice effect would better unclear short,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
869,gamepad wont start wonder flop,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
870,crash everi time load win bit nvidia gtx gb ram idea im sure worth higher rate get work,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
871,assum demo version im pretti that play anywho anoth great burger anoth one aesthet cartoon food doesnt look edibl first realli photo scan fast food go gangbust dead hungri best look food,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
872,glitch kind fun,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
873,compuls fun minut give tri dont expect epic,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
874,good idea work far longer mobil deep floor find set get higer menu etc key,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
875,cool smooth,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
876,bit old fun shoot,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
877,blast play friend,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
878,entertain good length campaign vr titl,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
879,realli enjoy small bug one place stuck insid mine need googl solut,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
880,first vr ever play absolutli love back also amaz anyon start vr abl teleport instead locomot caus bad motionsick anyon new vr,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
881,one best fp vr,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
882,one first vr game play think mistak good make game feel like crap stori engag player narrat actual funni find say would say case curs loot system fun abl lean see what insid car open door feel natur clip object realist unless actual walk someth hinthint thread morei realli best infin opinion worth coupl play through see everyth,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
883,fun witti dialogu add pleasant element humor zombieblast unabl drop weapon slightli annoy trust much better constantli grip gun keep hand great,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
884,quit addict,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
885,one best game play vr far realli enjoy headshot zombi arizon atmospher,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
886,great longer expect still havent finish yet bought viveport buddi bought steam ye play coop togeth mayb that common knowledg wasnt sure first realli great look great immers often terrifi smooth play instant classic,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
887,one best ive ever play,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
888,funni zombi shooter even aim difficulti without laser sight wmr still day opinion big plu local mani languag,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
889,bit old short havent ever bought think zombi movi game stupid bear infin tryal got tri slow speed zombi work well vr shooter bought fress still gold old door mechan etc feel alreadi bit sniper scope show fred could take shot barrel quit much year hand much better singlread more palyer vr game avail,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
890,year later still hold good,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
891,realli fun problem run correctli would definitli recommend maby peopl problem dont correct pc spec run properli,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
892,buy vr littl bad fell green blood,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
893,best vr shooter ive ever play stori also good,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
894,great fun coop,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
895,great must play,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
896,best multiplay ever,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
897,realli love great environ cave level absolut highlight realli scari invit wife garag keep compani dark experi got littl repetit toward end still five star narrat realli solid curs littl top time still good spirit enough accept level gore like violenc wasnt overdon recommend,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
898,love best far vr stori view playabl excel,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
899,earli emerg world vr sure make classic,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
900,despit simpl reload lot shoot cool cave level flashlight,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
901,awesom much fun play first tri brother hous didnt vr hard time got practic much fun im better beat look forward dlc,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
902,much fun probabl one best vr game ive play teleport system realli cut motion sick get vr game,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
903,excel mani take pointer one dlc short even vr standard game fairli cheap wont complain,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
904,everyth,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
905,worth,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
906,love love joke first vr finish one best vr,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
907,work well wmr set teleport button space big enough reach menu set switch artifici locomot everyth well polish except sound effect gun sound right spacial sound sometim leav littl desir hear zombi around instead hear direct,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
908,wmr great vr,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
909,great one best viveport great graphic gamplay noth complain fun sinc begin vr,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
910,love shoot zombi good look pure fun thrill,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
911,mom scare open car door scream quit zombi come toward,37,"burn, seatedstand, md, morelay, breathtak, teleport, tear, dimens, restaraunt, way"
912,great vr shooter definit signup price love humor graphic still forc stupid moment end thing say um would never stupid your fight hord zombi die die run ammo die best thing outthink boundari place would without doubtread better chanc stave think way better posit forc stupid moment trust first one see next one come mile away scope good laststand posit get better aim hint leg shot almost benefici headshot get gun carri mistak mele weapon nuff said,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
913,pretti much favorit vr far teleport make feel like move fast want natur interact weapon door make immers fantast world lot fun look forward next dlc,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
914,great exatli want adventur element stori explor shoot qualiti movment teleport okay wish feed trackig trackstrap basic zombi block movment teleport suck bit make granat rdi throw soo cool mayb need bit train hand feel grip hold pad use soo cool slide bit bad feel hand,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
915,outstand vr shooter varieti weapon great decid whether like gun power type ammo also sight like real gun there giant laser point gun actual aim weapon sight friend play hard difficulti first time thorugh difficult didnt die often id absolut say worth full price plan playingread hord mode occas,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
916,base true stori must vr librari ever spent time arizona may met zombi realiz time happi zombi hunt vr friend,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
917,awesom well worth play love zombi game one make feel like foreal lol gun pretti cool ther reason bought vr,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
918,one better game ive play vr took mayb hour complet shoot feel great,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
919,absolut excel zombi shooter stori great control fantast gunplay accur enjoy nice polish allaround great,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
920,whole reason want htc vive play truli best gp current market vr cant say enough great thing,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
921,one best vr game ive play good stori play,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
922,great one fullscal game like other hey look made someth vr static arena play physic littl navig level lootnshoot actual play sit entertain qualiti feel like good nonvr end guess technolog yet catch modern nonvr titl thing disappoint sread moreteam key provid sinc grab sale anyway,8,"racket, dof, studder, gore, stop, trough, spellcast, archer, crystal, inner"
923,blast make sure friend play see pla beat saber hvr lol,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
924,fun much better vive psvr,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
925,super jeumai mon multi march pa imposs de cliquer sur inviterjai envoy messah vive et aux developpeurspa encor de repons great multi workingi cant click invitei cant join gamei send messag vive vertigoi havent answer moment final withth last updat onlin thx,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
926,good multiplay chat work wont let talk hear anyon els help,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
927,best zombi vr couldnt give though good amount glitch aim time put gun directli zombi head still miss sometim though great immers map weirldi good graphic compar vr game,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
928,nice graphic okay control good either hold gun forev abl drop chang set hold grip button intir time realli hurt finger otherwis good,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
929,first time play alreadi love mellow yet challeng nice sens presenc,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
930,perfect good vr shooter,8,"racket, dof, studder, gore, stop, trough, spellcast, archer, crystal, inner"
931,great amount fun play everyth good gameplay great challeng thing didnt like much straight path hand lot room explor one best game vr best far,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
932,realli need updat movement system game demonstr better option,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
933,good time miss shot look like hit fun,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
934,nice fun challeng alway obviou look help alreadi,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
935,happen gore play blood green zombi look terribl dig found viveport might actual give chines version infin despit fact purchas infin america american ip address fix let know gore big part cheer,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
936,great run smooth enough gameplaystori great thing didnt like censor even though steam oculu version censor countri,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
937,awesom like interact hat dev guy rock,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
938,super enjoy someth satisfi shoot zombi point blank see head explod one best vr game play coupl bad fun break point start ammunit first level low learn shoot run real fast right hand seem sometim loos abil grip holster die fix issu annoy grenad nightmar mayb itread more index control never thrown grenad underneath feet weapon type holster two time holt two hand one hold hand disappear zone mission holster space would handi,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
939,good stori play,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
940,play two hour fun far new vr differ fast move zombi give rush realli need work aim though,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
941,great graphic ui enemi variat mostli cosmet boss swarm level pretti built simplist search key lever progress singl player campaign short hour,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
942,around arizona sunshin lot promis dlc far deliv great content hope mean still expect see content releas zombi shooter come month matter way slice though arizona sunshin one smoothest experi avail action fan look dive zombi apocalyps easili one first game id recommend look intens satisfi firstpread moreerson shooter experi,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
943,note contain minor spoiler stori play introduct vr love amaz visual good storylin bit hard multiplay share weapon ammo realli scari funni fing foot zombi appear behind give jump light perfect mine dark flashlight feel perfect problem mainli fact clip wall unabl move whiread morel see black bit frustrat manag physic move away kinda hard get direct right surviv good show peopl without ruin stori like one part mow zombi use minigun satisfi made feel empow,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
944,great shoot feel good pithi dialogu moder funni best annoy worst weapon select fun gameplay get howev absolut unaccept bug qol flaw much less one two way hold weapon broken use grip mode squeez hand constantli hold onto item limit gametim significantli fun drop flashlightread gun everi time hand twitch slightli use toggl mode becom imposs drop weapon mean accident pick gun suddenli dont hand free anymor doesnt sound bad realiz easili drop ammo accident gun arent focus bring turn button sometim drop ammo im vive may control issu ive kind problem game press button control twice tri turn right first press drop ammo ground leav unarm second press turn even press place realli wouldnt big deal abl drop weapon could use one hand locomot shoot run problem gun your suddenli drop ammo left right offhand gun problem alon note forum sinc came open level complet broken item flicker exist level trigger break repeatedli restart five time get load properli everyth work fine first two time load ball act target didnt roll float text box tell shoot infinit ammo pistol suppos one round next time ball roll would left stuck place shoot unabl move next restart allow get shoot rang unabl grab ammo belt none dialogu trigger magazin didnt render fifth restart work fine think someth turn lod set thing got littl better turn back that equal unaccept id done ini edit someth thatd understand set provid dev,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
945,still show pricinginfin filter set,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
946,hat mani languag local deserv respect work fine worst user interfac world stop make dlc fix user interfac stori thin galleri shooter interest fan zombi game,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
947,fun censor version blood green there real gore etc dont buy version get somewher els,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
948,pretti excit went infin play wasnt realli impress found graphic decent realli much purpos shoot zombi run ammo die,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
949,violent smoothli polishedne locomotionprais jesu,37,"burn, seatedstand, md, morelay, breathtak, teleport, tear, dimens, restaraunt, way"
